seller-sku	asin1	item-name	item-description	listing-id	price	quantity	open-date	product-id-type	item-note	item-condition	will-ship-internationally	expedited-shipping	product-id	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	optional-payment-type-exclusion	scheduled-delivery-sku-set	merchant-shipping-group	standard-price-point	ProductTaxCode	status	minimum-seller-allowed-price	maximum-seller-allowed-price	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	maximum-retail-price
6-INCH-HELIUX-LEAD-ST-03	B09CH36WHY	TREEMAISON Vastu Lead Plain Helix for Vastu Remedy | South-West Zone | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 6 Inch Approx | Pack of 3	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	0812YWU1RXI	1299		2021-08-12 16:06:50 IST	1		11			B09CH36WHY		AMAZON_IN	1299.0														Template		A_GEN_STANDARD	Active	1131.0	1594.0								2199.0
6-INCH-HII-COPPER-HELIX-ST3	B09YNK4WDT	TREE MAISON CORONATING HOMES Vastu Helix Copper (Hii) | Helix Fire (South-East) | Main Door Entrance & Toilet Dosh Correction | Vastu Dosh Nivaran Remedies (6-inch) | Pack of 3	Agneya (Fire) Copper Helix (Vastu Energy Helix), Vastu is all about harmony & balance. To get the right balance of these nature's forces, cosmic and thermal imbalances, Vaastu offers a remedy in the form of the helix concept. The ill-effects of a Vaastu defect diminish automatically if the helix is placed according to instructions given below:- Copper Helix (Vastu Energy Helix). This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix Helix behind the door to balance the energy. Location of the master bedroom at south-east can be corrected by placing three or multiple copper helix in the south-east corner of the bedroom. Any other defect related to the south-east can be corrected with the installation of 3 or in multiple at the affected location. It can be concealed in the floor or ceiling. In the case of ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South-east:-helix , vastu helix , vastu remedy , vastu items, vastu helix for south east , copper helix vastu , copper helix , Vastu Dosh Nivaran Remedies	0423ZC6NA92	2624		2022-04-23 12:26:44 IST	1		11			B09YNK4WDT		AMAZON_IN	2622.0														Template		A_GEN_STANDARD	Active	2361.0	2886.0								2999.0
6-INCH-KILAK-IRON-SET-1	B0BDZSXQX4	TREE MAISON CORONATING HOMES Vastu Iron Conical Kilak for Vastu Correction and Zone Balancing (6inch Approx) Weight- 248gm Approx (Pack of 01)	In a construction, Conical Kilak Rod made from various metals is used as Vastu remedies to rectify Vasstu defects of extensions, cuts, shaft and Pillar etc. Conical Kilak Rods are placed either in the flooring to cut or expand energies of various elements and directions or on the outer side of the wall. The Kilak Rods are durable in nature to last for a long period of time and made with precision.	0912ZX190NF	499		2022-09-12 16:35:32 IST	1		11			B0BDZSXQX4		AMAZON_IN	499.0	percent	2	2	5	5									Template		A_GEN_STANDARD	Active	435.0									999.0
6-INCH-KILAK-IRON-SET-2	B0BDZSRLDJ	TREE MAISON CORONATING HOMES Vastu Iron Conical Kilak for Vastu Correction and Zone Balancing |Size- 6Inch Approx |Weight of 1 Kilak- 248gm Approx |Pack of 2	In a construction, Conical Kilak Rod made from various metals is used as Vastu remedies to rectify Vasstu defects of extensions, cuts, shaft and Pillar etc. Conical Kilak Rods are placed either in the flooring to cut or expand energies of various elements and directions or on the outer side of the wall. The Kilak Rods are durable in nature to last for a long period of time and made with precision.	0912ZX1TIRO	799		2022-09-12 16:35:32 IST	1		11			B0BDZSRLDJ		AMAZON_IN	799.0	percent	2	2	5	5									Template		A_GEN_STANDARD	Active	696.0									1199.0
6-INCH-KILAK-IRON-SET-3	B0BDZSJRVK	TREE MAISON CORONATING HOMES Vastu Iron Conical Kilak for Vastu Correction and Zone Balancing |Size 6Inch Approx |Weight of 1 Kilak- 248gm Approx |Pack of 3	In a construction, Conical Kilak Rod made from various metals is used as Vastu remedies to rectify Vasstu defects of extensions, cuts, shaft and Pillar etc. Conical Kilak Rods are placed either in the flooring to cut or expand energies of various elements and directions or on the outer side of the wall. The Kilak Rods are durable in nature to last for a long period of time and made with precision.	0912ZX1XSUU	1049		2022-09-12 16:35:32 IST	1		11			B0BDZSJRVK		AMAZON_IN	1049.0	percent	2	2	5	5									Template		A_GEN_STANDARD	Active	913.0									1499.0
6-INCH-KILAK-IRON-SET-4	B0BDZSPH1Q	TREE MAISON CORONATING HOMES Vastu Iron Conical Kilak for Vastu Correction and Zone Balancing |Size- 6Inch Approx |Weight of 1 Kilak- 248gm Approx |Pack of 4	In a construction, Conical Kilak Rod made from various metals is used as Vastu remedies to rectify Vasstu defects of extensions, cuts, shaft and Pillar etc. Conical Kilak Rods are placed either in the flooring to cut or expand energies of various elements and directions or on the outer side of the wall. The Kilak Rods are durable in nature to last for a long period of time and made with precision.	0912ZX29RZ3	1299		2022-09-12 16:35:32 IST	1		11			B0BDZSPH1Q		AMAZON_IN	1299.0	percent	2	2	5	5									Template		A_GEN_STANDARD	Active	1131.0									1999.0
6-INCH-KILAK-IRON-SET-5	B0BDZVDPZB	TREE MAISON CORONATING HOMES Vastu Iron Conical Kilak for Vastu Correction and Zone Balancing |Size- 6Inch Approx |Weight of 1 Kilak -248gm Approx |Pack of 5	In a construction, Conical Kilak Rod made from various metals is used as Vastu remedies to rectify Vasstu defects of extensions, cuts, shaft and Pillar etc. Conical Kilak Rods are placed either in the flooring to cut or expand energies of various elements and directions or on the outer side of the wall. The Kilak Rods are durable in nature to last for a long period of time and made with precision.	0912ZX28QUA	1499		2022-09-12 16:35:32 IST	1		11			B0BDZVDPZB		AMAZON_IN	1499.0	percent	2	2	5	5									Template		A_GEN_STANDARD	Active	1305.0									2199.0
6-INCH-KILAK-S.S-SET-3	B0DY1Q2K3W	TREE MAISON CORONATING HOMES Stainless Steel Kilak (6 Inch) | Conical Rod | Vastu Nail for Vastu Dosh Correction | Vastu Remedy | Vastu Kilak Remedy | (Set of 3)	In a construction, Conical Kilak Rod made from various metals is used as Vastu remedies to rectify Vasstu defects of extensions, cuts, shaft and Pillar etc. Conical Kilak Rods are placed either in the flooring to cut or expand energies of various elements and directions or on the outer side of the wall. The Kilak Rods are durable in nature to last for a long period of time and made with precision.	0221FXRFEUC	1249		2025-02-21 16:51:16 IST	1		11			B0DY1Q2K3W		AMAZON_IN	1249.0														Template		A_GEN_STANDARD	Active	1087.0									1499.0
6-INCH-KILAK-S.S-SET-5	B0DY1NLXKP	TREE MAISON CORONATING HOMES Stainless Steel Kilak (6 Inch) | Conical Rod | Vastu Nail for Vastu Dosh Correction | Vastu Remedy | Vastu Kilak Remedy | (Set of 5)	In a construction, Conical Kilak Rod made from various metals is used as Vastu remedies to rectify Vasstu defects of extensions, cuts, shaft and Pillar etc. Conical Kilak Rods are placed either in the flooring to cut or expand energies of various elements and directions or on the outer side of the wall. The Kilak Rods are durable in nature to last for a long period of time and made with precision.	0221FY2HOQ9	1949		2025-02-21 16:51:16 IST	1		11			B0DY1NLXKP		AMAZON_IN	1949.0														Template		A_GEN_STANDARD	Active	1696.0									2499.0
6-INCH-LEAD-GAA-HELIX-ST1	B09LV75L5T	TREEMAISON Vastu Helix Lead (Gaa) Helix (South-West) Main Door Entrance, Toilet Dosh Defect Correction, Vastu Dosh Nivaran Remedy (6-inch) (Pack of 1)	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	1115YZR1P2I	499		2021-11-15 13:33:24 IST	1		11			B09LV75L5T		AMAZON_IN	499.0														Template		A_GEN_STANDARD	Active	435.0	879.0								1899.0
6-INCH-LEAD-GAA-HELIX-ST3	B09LV6VF84	TREEMAISON Vastu Helix Lead (Gaa) Helix (South-West) Main Door Entrance, Toilet Dosh Defect Correction, Vastu Dosh Nivaran Remedy (6-inch) (Pack of 3) (Weight of Single helix-655gm Approx)	This helix is specially designed to activate & balance the earth element of the south-west corner. Place this helix at the south-west corner. This is one of the superb remedies for south-west corner defects like south-west entrance, water body or kitchen at south-west, lower level, etc. Similarly, in business places the location of the entrance, fireplaced at south-west, etc can be corrected by installing multiple lead energy helix in a south-west direction. If your main door is at the south-west corner, simply fix this lead helix above or behind the main door to balance the energy. Location of master bedroom other than south-west can be corrected by placing three lead helix at the south-west corner of the house. Any other defect related to south-west can be corrected with the installation of Helix or in multiple at the affected location. It can be concealed in the floor or ceiling. In case of a ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South West	1115YZLHVOU	1499		2021-11-15 13:33:24 IST	1		11			B09LV6VF84		AMAZON_IN	1497.0														Template		A_GEN_STANDARD	Active	1131.0	2749.0								3999.0
6-INCH-PLAIN-COPPER-HELIX-ST3	B09YNJN5SP	TREE MAISON CORONATING HOMES Vastu Helix Copper (Plain) | Helix Fire (South-East) | Main Door Entrance & Toilet Dosh Correction | Vastu Dosh Nivaran Remedies (6-inch) | Pack of 3	Agneya (Fire) Copper Helix (Vastu Energy Helix), Vastu is all about harmony & balance. To get the right balance of these nature's forces, cosmic and thermal imbalances, Vaastu offers a remedy in the form of the helix concept. The ill-effects of a Vaastu defect diminish automatically if the helix is placed according to instructions given below:- Copper Helix (Vastu Energy Helix). This helix is specially designed to activate & balance the fire (Agneya) element of the south-east corner. Place three or in multiple Helix at the south-east corner. This is one of the superb remedies for fire defects like wrong locations of the kitchen, main switches, inverter, etc. Similarly, in business places, the location of fire gadgets like transformers, electric panels, Boilers, pantry etc can be corrected by installing multiple copper energy helix in a south-east direction. If your main door is at the south-east corner, simply fix Helix behind the door to balance the energy. Location of the master bedroom at south-east can be corrected by placing three or multiple copper helix in the south-east corner of the bedroom. Any other defect related to the south-east can be corrected with the installation of 3 or in multiple at the affected location. It can be concealed in the floor or ceiling. In the case of ready structure, it can be hanged or nailed or placed on the floor. Residential Vastu defect for South-east:-	0423ZC6RQQ5	2624		2022-04-23 12:26:44 IST	1		11			B09YNJN5SP		AMAZON_IN	2624.0														Template		A_GEN_STANDARD	Active	2361.0	2624.0								2999.0
6-INCH-SHAKTI-CHAKRA	B0B4DG2BGF	TREE MAISON CORONATING HOMES Vastu Acrylic Shakti Chakra | Size- 6 Inch | Featuring 45 Devtas, 16 Attributes | with Color | Health Chart | Rajas, Sattav, Tamas for vaastu Shashtra Remedy	Shakti Chakra is a very useful Vastu Tool used by most of the Vastu Experts to study any case or to perform any Remedial activity in a property. The tool has a number of uses like marking Entrances & Directions, So that the best Entrance can be suggested to the Client & any Wrong Entrance can be Blocked. It also helps in Drawing the Health Chart for any Property through which it Becomes Easier to locate Rooms, as per the Requirement of family members Kitchen, Bathroom etc. This Tiny Tool can also be used to mark devtas in any property which play a Major role in any individual’s wholesome development. For any Elemental Imbalance in a property, Shakti Chakra is extremely useful to understand the Elemental Defect and to perform the Required Remedy. The tool has a Number of Benefits & Makes it Easier for an Expert to Treat any Site.	0617Z55XJ44	282		2022-06-17 13:59:50 IST	1		11			B0B4DG2BGF		AMAZON_IN	281.0														Template		A_GEN_STANDARD	Active	249.0	359.0								499.0
6-INCH-STAR-BRASS-SWASTIK-HELIX-ST1	B0CLVJZDFB	TREE MAISON CORONATING HOMES Brass Swastik (卐) Sathiya Wall Hanging Yantra | 6 Inches | Vastu Door Hanging for Good Luck & Auspicious Energy | Decorative Home Decor Symbol for Positive Vibes	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	1026ADI9QD1	699		2023-10-26 17:54:18 IST	1		11			B0CLVJZDFB		AMAZON_IN	699.0														Template		A_GEN_REDUCED	Active	566.0	769.0								1199.0
6-INCH-ZINC-HELIUX-ST-01	B09CH3NXNS	TREEMAISON Vastu Zinc Helix for Vastu Remedy | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 6 Inch Approx | Pack of 1	North East is regarded as a highly surcharged direction with divine energy. Ancient texts attribute special importance to the Ishanya corner in the selection of the plot & construction of the house. North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area. North East is also an area of knowledge & education. Any defect in this corner will badly impact on studies of the children. These pyramids are specially designed to activate & balance the water element of the north-east corner. According to Vastu texts, head of Vastu Purush lies in the North-East direction of any premises, hence vastu rule does not permit any heavy structure in this corner. More windows, doors and open space in the North-East corner help to generate positive vibrations in any location. The early morning sun rays are well captured by the water stored in the north-east corner. Since ancient times, water reservoirs and water tanks were carefully placed in the North-East zone of the plot. This enhanced the positive benefits of a good vastu layout. Borewell, underground water tank and municipal water connection enhance the strength of water element in the North-East corner. Any overhead tank in this corner will increase the load at Northeast & will create a vastu defect. Defect at north_east corner is a maha Vastu dosha (serious Vastu defect) & falls in a “Major Vastu Defect” category.	0812YWVVEY6	499		2021-08-12 16:06:50 IST	1		11			B09CH3NXNS		AMAZON_IN	497.0														Template		A_GEN_REDUCED	Active	435.0	694.0								799.0
6-INCH-ZINC-HELIUX-ST-03	B09CH2J67J	TREEMAISON Vastu Zinc Helix for Vastu Remedy | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 6 Inch Approx | Pack of 3	If the Kitchen or main door is in wrong direction, Helix Is Used to enhance Energy	0812YWTZ05G	999		2021-08-12 16:06:50 IST	1		11			B09CH2J67J		AMAZON_IN	997.0	fixed	2	959.04	5	938.67									Template		A_GEN_REDUCED	Active	870.0	1099.0								2199.0
6-INCH-ZINC-HELIX-ST1	B09LV853YV	TREEMAISON Vastu Zinc Helix for Vastu Remedy | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 6 Inch Approx | Pack of 1	North East is regarded as a highly surcharged direction with divine energy. Ancient texts attribute special importance to the Ishanya corner in the selection of the plot & construction of the house. North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area. North East is also an area of knowledge & education. Any defect in this corner will badly impact on studies of the children. These pyramids are specially designed to activate & balance the water element of the north-east corner. According to Vastu texts, head of Vastu Purush lies in the North-East direction of any premises, hence vastu rule does not permit any heavy structure in this corner. More windows, doors and open space in the North-East corner help to generate positive vibrations in any location. The early morning sun rays are well captured by the water stored in the north-east corner. Since ancient times, water reservoirs and water tanks were carefully placed in the North-East zone of the plot. This enhanced the positive benefits of a good vastu layout. Borewell, underground water tank and municipal water connection enhance the strength of water element in the North-East corner. Any overhead tank in this corner will increase the load at Northeast & will create a vastu defect. Defect at north_east corner is a maha Vastu dosha (serious Vastu defect) & falls in a “Major Vastu Defect” category.	1115YZLJGO3	499		2021-11-15 13:33:24 IST	1		11			B09LV853YV		AMAZON_IN	497.0														Template		A_GEN_REDUCED	Active	299.0	659.0								999.0
6-INCH-ZINC-HELIX-ST3	B09LV5Q9X8	TREEMAISON Vastu Zinc Helix for Vastu Remedy | Zone Correction | Vastu Dosh Nivaran Remedies | Size- 6 Inch Approx | Pack of 3	North East is regarded as a highly surcharged direction with divine energy. Ancient texts attribute special importance to the Ishanya corner in the selection of the plot & construction of the house. North-East direction is a zone of tranquility specially marked for the meditation, prayer or study area. In the language of the common man, it is a good corner. This is the most auspicious direction according to Vastu Shastra & hence maintaining the purity of this direction is most important. The energy of spirituality or spiritual growth is connected to the north-east area. North East is also an area of knowledge & education. Any defect in this corner will badly impact on studies of the children. These pyramids are specially designed to activate & balance the water element of the north-east corner. According to Vastu texts, head of Vastu Purush lies in the North-East direction of any premises, hence vastu rule does not permit any heavy structure in this corner. More windows, doors and open space in the North-East corner help to generate positive vibrations in any location. The early morning sun rays are well captured by the water stored in the north-east corner. Since ancient times, water reservoirs and water tanks were carefully placed in the North-East zone of the plot. This enhanced the positive benefits of a good vastu layout. Borewell, underground water tank and municipal water connection enhance the strength of water element in the North-East corner. Any overhead tank in this corner will increase the load at Northeast & will create a vastu defect. Defect at north_east corner is a maha Vastu dosha (serious Vastu defect) & falls in a “Major Vastu Defect” category.	1115YZS2WSO	999		2021-11-15 13:33:24 IST	1		11			B09LV5Q9X8		AMAZON_IN	997.0														Template		A_GEN_STANDARD	Active	852.0	1429.0								1999.0
6.5INCH-BRASS-KALPVRIKSH-TREE	B0GS2MDFH5	TREE MAISON CORONATING HOMES Vastu Brass Kalpvriksh Tree |Size-6.5Inch Approx |Weight-610gm Approx | Vastu Remedy for Home & Office |Decorative Traditional Statue |Pack of 1	Sacred Kalpavriksha Symbolism with Vastu Guidance – Inspired by abundance and divine blessings, this design reflects the spiritual essence of kalpavriksha tree wall hanging and karpaga viruksham tree for wall, complemented by a Vastu placement guide to invite harmony, wealth, and positivity.	0310H9DQM7P	1099	9	2026-03-10 16:31:36 IST	1		11			B0GS2MDFH5	0	DEFAULT	1097.0														Template			Active	989.0	1208.0								3999.0
60-70-GM-GOLDEN-PYRITE	B0FHQFK142	TREE MAISON CORONATING HOMES Natural Golden Pyrite Stone (60–70 gm) | Golden Pyrite Crystal for Vastu, Wealth Attraction & Energy Healing	Golden Pyrite crystal is known for its shimmering golden color and powerful metaphysical properties. Commonly referred to as "Fool’s Gold," pyrite is more than a beautiful stone—it is believed to be a strong symbol of abundance, protection, and manifestation. Ideal for placing on your office desk, in cash drawers, or at home for energy balancing and vastu harmony. Each piece is raw and unpolished, making it perfect for healing rituals, grid setups, or spiritual decor.	0716F7UL6OJ	399	10	2025-07-16 15:50:34 IST	1		11			B0FHQFK142	0	DEFAULT	397.0														Template		A_GEN_JEWELLERY	Active	320.0	478.0								478.0
60-Z5K5-OBR9	B09VZD8978	TREEMAISON Vastu Acrylic Hindi shakti chakra | Size- 6 Inch | featuring 45 Devtas, 16 Attributes | Health Chart | Rajas, Sattav, Tamas For Vaastu Shashtra Remedy | Shakti Chakra for Vastu	Shakti Chakra is a very useful Vastu Tool used by most of the Vastu Experts to study any case or to perform any Remedial activity in a property. The tool has a number of uses like marking Entrances & Directions, So that the best Entrance can be suggested to the Client & any Wrong Entrance can be Blocked. It also helps in Drawing the Health Chart for any Property through which it Becomes Easier to locate Rooms, as per the Requirement of family members Kitchen, Bathroom etc. This Tiny Tool can also be used to mark devtas in any property which play a Major role in any individual’s wholesome development. For any Elemental Imbalance in a property, Shakti Chakra is extremely useful to understand the Elemental Defect and to perform the Required Remedy. The tool has a Number of Benefits & Makes it Easier for an Expert to Treat any Site.	0320ZKFHA6C	282	18	2022-03-20 13:57:11 IST	1		11			B09VZD8978	0	DEFAULT	281.0														Template		A_GEN_STANDARD	Active	249.0	359.0								499.0
6IN-7-STAR-BOARD+BLACK-PND	B0FH6FTZ3P	TREE MAISON CORONATING HOMES Dowsing Board with Black Toumaline Pendulum | 6 Inch | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board |	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Black Tourmaline dowsing pendulum	0418HKUUOPD	349	10	2026-04-18 15:06:34 IST	1		11			B0FH6FTZ3P	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
6IN-7-STAR-BOARD+CLR-QTZ-PND	B0FH6FKTMG	TREE MAISON CORONATING HOMES Dowsing Board with Clear Quartz Pendulum | 6 Inch | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board |	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Clear Quartz dowsing pendulum	0415HAEFRPE	349	10	2026-04-16 02:47:03 IST	1		11			B0FH6FKTMG	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
6IN-7-STAR-BOARD+RUDRKSH-PND	B0FH6FP9XD	TREE MAISON CORONATING HOMES 7 Star Dowsing Board with Rudraksh Pendulum | 6 Inch | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Rudraksh dowsing pendulum	0710FO1NN3N	349	10	2025-07-10 11:10:53 IST	1		11			B0FH6FP9XD	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
6IN-ALU-KILAK-ST-1	B0C1JTCTJ7	Aluminium Kilak (6 Inch Approx) |Weight of 1 kilak- 80gm Approx | Conical Rod | Vastu Nail for Vastu Dosh Correction | Vastu Remedy | Vastu Kilak Remedy | Aluminium Kilak (Set of 1)	In a construction, Conical Kilak Rod made from various metals is used as Vastu remedies to rectify Vasstu defects of extensions, cuts, shaft and Pillar etc. Conical Kilak Rods are placed either in the flooring to cut or expand energies of various elements and directions or on the outer side of the wall. The Kilak Rods are durable in nature to last for a long period of time and made with precision.	0405AHMDDKY	499		2023-04-05 13:03:33 IST	1		11			B0C1JTCTJ7		AMAZON_IN	499.0	fixed	2	479.04	5	468.87									Template		A_GEN_STANDARD	Active	455.0									1999.0
6IN-ALUMINIUM-HELIX-SET-1	B0DZXQBSWF	TREE MAISON CORONATING HOMES Aluminium Helix | 6 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction | Pack of 1	Crafted from high-quality aluminium, this helix is durable, rust-resistant, and effective in neutralizing negative energies. It is widely used to rectify architectural flaws such as missing corners, extended areas, or imbalanced energy fields. Simply place the helix on floor as per Vastu guidelines for optimal results.The Vastu Aluminium Helix is a powerful tool for correcting Vastu defects and balancing energy in your home and office.	0310FBKVD06	499		2025-03-10 16:28:50 IST	1		11			B0DZXQBSWF		AMAZON_IN	497.0														Template		A_GEN_SUPERREDUCED	Active	418.0									563.0
6IN-ALUMINIUM-HELIX-SET-3	B0DZXP4RYH	TREE MAISON CORONATING HOMES Aluminium Helix | 6 Inch | Energy Booster Vastu Remedy | Vastu Helix Remedy for Zone Correction Pack of 3	Crafted from high-quality aluminium, this helix is durable, rust-resistant, and effective in neutralizing negative energies. It is widely used to rectify architectural flaws such as missing corners, extended areas, or imbalanced energy fields. Simply place the helix on floor as per Vastu guidelines for optimal results.The Vastu Aluminium Helix is a powerful tool for correcting Vastu defects and balancing energy in your home and office.	0310FBI04PO	999		2025-03-10 16:28:50 IST	1		11			B0DZXP4RYH		AMAZON_IN	997.0														Template		A_GEN_SUPERREDUCED	Active	699.0									1043.0
6IN-BLACK-BOARD+BLACK-PND	B0FH6G3ZRG	TREE MAISON CORONATING HOMES Dowsing Board with Black Toumaline Pendulum | 6 Inch | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Black Tourmaline dowsing pendulum	0415HAEX75Y	349	10	2026-04-16 02:42:20 IST	1		11			B0FH6G3ZRG	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
6IN-BLACK-BOARD+CLR-QTZ-PND	B0FH6GFVBN	TREE MAISON CORONATING HOMES Dowsing Board with Clear Quartz Pendulum | 6 Inch | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Clear Quartz dowsing pendulum	0415HAGB47F	349	10	2026-04-16 02:49:07 IST	1		11			B0FH6GFVBN	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
6IN-BLACK-BOARD+RUDRKSH-PND	B0FH6DHN81	TREE MAISON CORONATING HOMES Dowsing Board with Rudraksh Pendulum | 6 Inch | Dowsing Board | Metaphysical Message Board | Acrylic Divination Board | Spirit Board | Witch Board |	Features: The pendulum board consists of almost all you need for divination, suitable for beginners interested in witchcraft. This round star pendulum board kit is designed to help you make decisions, seek inner answers, and entertain yourselves. The light brwn divination board allows you to have a pleasant game, explore destiny, and decorate your home and office. Specifications: Size: 6 inches in diameter Colour: as shown in the pictures Material: acrylic Package includes: 1 X star pendulum board 1 X Rudraksh dowsing pendulum	0710FNZLF6I	349	10	2025-07-10 11:10:52 IST	1		11			B0FH6DHN81	0	DEFAULT	313.0														Template		A_GEN_STANDARD	Active	314.0	418.0								699.0
6IN-BRASS-HI-HELIX-ST3	B0BVRFL8DW	TREE MAISON CORONATING HOMES Vastu Helix Brass (Hii) | Helix Earth (North-West) | Main Door Entrance & Toilet Dosh Correction | Vastu Dosh Nivaran Remedies (6 -inch) | Pack of 3	This is one of the superb remedies for defects like missing or extended northwest corner, the wrong entrance at the northwest, water body at the northwest, etc. If your main door is at the northwest corner (north side) corner, simply fix this helix above the main door to balance the energy. In the case of ready structure, it can be hanged or nailed or placed on the floor Any other defect related to northwest can be corrected with the installation of 3 or in multiple Brass Helix at affected location It can be concealed in the floor or ceiling.	0214AGKQC0A	2624	5	2023-02-14 16:13:51 IST	1		11			B0BVRFL8DW	0	DEFAULT	2097.0														Template		A_GEN_REDUCED	Active	1889.0	2999.0								2999.0
